time,open,high,low,close,volume
2019-08-07 20:00:00,198.75,198.89,198.7,198.89,2193
2019-08-07 19:59:00,198.81,198.81,198.75,198.75,747
2019-08-07 19:55:00,198.98,198.98,198.98,198.98,600
2019-08-07 19:49:00,198.7,198.7,198.7,198.7,340
2019-08-07 19:48:00,198.8,198.8,198.7,198.7,495
2019-08-07 19:47:00,199.0,199.0,199.0,199.0,535
2019-08-07 19:46:00,199.0,199.0,198.8,198.8,1000
2019-08-07 19:45:00,198.9,198.9,198.85,198.85,1615
2019-08-07 19:44:00,199.0,199.0,199.0,199.0,100
2019-08-07 19:43:00,198.91,198.91,198.91,198.91,100
2019-08-07 19:42:00,199.15,199.15,199.0,199.0,867
2019-08-07 19:41:00,199.1,199.35,199.1,199.13,800
2019-08-07 19:40:00,199.11,199.11,199.1,199.1,400
2019-08-07 19:39:00,199.1,199.1,199.1,199.1,460
2019-08-07 19:38:00,199.11,199.11,199.11,199.11,200
2019-08-07 19:37:00,199.1,199.1,199.1,199.1,460
2019-08-07 19:35:00,199.2,199.2,199.2,199.2,533
2019-08-07 19:34:00,199.2,199.2,199.2,199.2,221
2019-08-07 19:18:00,199.38,199.38,199.38,199.38,300
2019-08-07 19:15:00,199.4,199.4,199.4,199.4,200
2019-08-07 19:11:00,199.29,199.4,199.29,199.39,650
2019-08-07 19:04:00,199.2,199.2,199.2,199.2,100
2019-08-07 19:02:00,199.3,199.44,199.3,199.44,200
2019-08-07 19:01:00,199.3,199.3,199.3,199.3,120
2019-08-07 18:58:00,199.3,199.3,199.3,199.3,295
2019-08-07 18:57:00,199.2,199.2,199.2,199.2,500
2019-08-07 18:54:00,199.15,199.15,199.15,199.15,200
2019-08-07 18:50:00,199.2,199.2,199.2,199.2,800
2019-08-07 18:48:00,199.2,199.2,199.16,199.16,1200
2019-08-07 18:47:00,199.17,199.2,199.16,199.2,3503
2019-08-07 18:46:00,199.27,199.27,199.19,199.2,1220
2019-08-07 18:45:00,199.25,199.26,199.2,199.22,2119
2019-08-07 18:44:00,199.28,199.35,199.28,199.35,2400
2019-08-07 18:43:00,199.5,199.5,199.35,199.35,583
2019-08-07 18:42:00,199.35,199.5,199.35,199.5,517
2019-08-07 18:41:00,199.3,199.3,199.3,199.3,475
2019-08-07 18:38:00,199.1,199.1,199.1,199.1,100
2019-08-07 18:34:00,199.28,199.28,199.28,199.28,730
2019-08-07 18:32:00,199.26,199.26,199.26,199.26,265
2019-08-07 18:25:00,199.1,199.15,199.1,199.15,317
2019-08-07 18:23:00,199.06,199.09,199.06,199.09,203
2019-08-07 18:21:00,199.0,199.0,199.0,199.0,609
2019-08-07 18:19:00,198.9,198.9,198.9,198.9,152
2019-08-07 18:18:00,198.9,198.9,198.9,198.9,100
2019-08-07 18:17:00,198.9,198.9,198.9,198.9,160
2019-08-07 18:13:00,198.9,198.9,198.9,198.9,700
2019-08-07 18:12:00,198.9,198.9,198.9,198.9,300
2019-08-07 18:08:00,198.91,198.91,198.91,198.91,130
2019-08-07 18:07:00,198.99,198.99,198.99,198.99,302
2019-08-07 18:06:00,198.9,198.9,198.85,198.85,470
2019-08-07 18:04:00,199.15,199.15,199.15,199.15,100
2019-08-07 18:02:00,199.0,199.0,199.0,199.0,116
2019-08-07 18:01:00,199.02,199.02,199.0,199.0,884
2019-08-07 18:00:00,199.04,199.04,199.04,199.04,476
2019-08-07 17:57:00,198.95,198.95,198.95,198.95,122
2019-08-07 17:55:00,198.95,198.95,198.95,198.95,273
2019-08-07 17:54:00,198.95,198.95,198.95,198.95,364
2019-08-07 17:53:00,199.03,199.03,199.03,199.03,286
2019-08-07 17:51:00,199.03,199.03,199.03,199.03,257
2019-08-07 17:42:00,199.0,199.0,199.0,199.0,465
2019-08-07 17:41:00,199.0,199.0,199.0,199.0,624
2019-08-07 17:39:00,198.93,198.93,198.93,198.93,468
2019-08-07 17:33:00,199.02,199.02,198.93,198.93,1300
2019-08-07 17:30:00,199.09,199.09,199.09,199.09,206
2019-08-07 17:29:00,198.93,198.93,198.93,198.93,1009
2019-08-07 17:28:00,199.06,199.1,199.06,199.07,1104
2019-08-07 17:19:00,199.0,199.0,199.0,199.0,110
2019-08-07 17:17:00,199.07,199.07,199.07,199.07,1230
2019-08-07 17:13:00,199.07,199.07,199.07,199.07,103
2019-08-07 17:10:00,199.1,199.1,199.1,199.1,1002
2019-08-07 17:07:00,199.0,199.0,199.0,199.0,249
2019-08-07 17:04:00,199.04,199.04,199.04,199.04,301
2019-08-07 17:00:00,199.05,199.05,199.0,199.0,2200
2019-08-07 16:59:00,198.93,198.93,198.91,198.91,1165
2019-08-07 16:58:00,199.03,199.04,199.03,199.04,1500
2019-08-07 16:57:00,199.0,199.03,199.0,199.03,605
2019-08-07 16:56:00,199.0,199.0,199.0,199.0,240
2019-08-07 16:54:00,199.0,199.0,198.95,198.98,2631
2019-08-07 16:53:00,198.95,198.95,198.95,198.95,300
2019-08-07 16:52:00,198.9,198.9,198.9,198.9,3649
2019-08-07 16:48:00,198.86,198.86,198.85,198.85,421
2019-08-07 16:46:00,198.9,198.9,198.9,198.9,280
2019-08-07 16:45:00,198.86,198.86,198.85,198.85,314
2019-08-07 16:39:00,198.83,198.85,198.83,198.85,1297
2019-08-07 16:38:00,198.85,198.85,198.8001,198.8001,1323
2019-08-07 16:37:00,198.85,198.85,198.85,198.85,373
2019-08-07 16:35:00,198.86,198.86,198.85,198.85,1105
2019-08-07 16:32:00,198.9,198.9,198.85,198.85,701
2019-08-07 16:28:00,198.9,198.9,198.9,198.9,502
2019-08-07 16:27:00,198.88,198.9,198.88,198.9,826
2019-08-07 16:26:00,199.04,199.04,199.04,199.04,15700
2019-08-07 16:24:00,199.04,199.04,199.04,199.04,14714
2019-08-07 16:23:00,198.85,198.85,198.8,198.8,381
2019-08-07 16:22:00,198.81,198.81,198.73,198.73,257
2019-08-07 16:21:00,198.73,198.73,198.73,198.73,527
2019-08-07 16:19:00,198.8,198.8,198.8,198.8,761
2019-08-07 16:17:00,198.82,198.82,198.82,198.82,281
2019-08-07 16:16:00,198.83,198.83,198.82,198.82,932
2019-08-07 16:15:00,198.83,198.83,198.81,198.81,2113
2019-08-07 16:14:00,198.91,198.95,198.82,198.93,3627
2019-08-07 16:11:00,199.04,199.04,198.85,198.85,814
2019-08-07 16:10:00,198.98,199.04,198.85,198.85,3210
2019-08-07 16:09:00,198.81,198.81,198.81,198.81,181
2019-08-07 16:08:00,199.0,199.04,199.0,199.0,7370
2019-08-07 16:07:00,199.01,199.04,199.0,199.0,23421
2019-08-07 16:06:00,199.05,199.05,199.0,199.01,8684
2019-08-07 16:05:00,199.13,199.13,199.0,199.0,2540
2019-08-07 16:04:00,199.09,199.12,199.09,199.12,3018
2019-08-07 16:03:00,199.3,199.3,199.12,199.12,16783
2019-08-07 16:02:00,199.3,199.3,199.24,199.24,54139
2019-08-07 16:01:00,199.04,199.31,199.04,199.24,467578
2019-08-07 16:00:00,199.54,199.56,198.97,199.14,776048
2019-08-07 15:59:00,199.3,199.55,199.27,199.55,319097
2019-08-07 15:58:00,199.23,199.31,199.08,199.3092,185932
2019-08-07 15:57:00,198.98,199.28,198.96,199.2299,136321
2019-08-07 15:56:00,198.56,198.99,198.45,198.98,242377
2019-08-07 15:55:00,198.73,198.73,198.55,198.56,93540
2019-08-07 15:54:00,198.75,198.8,198.67,198.73,108815
2019-08-07 15:53:00,198.7188,198.8,198.68,198.73,90885
2019-08-07 15:52:00,198.7265,198.81,198.66,198.72,106482
2019-08-07 15:51:00,198.71,198.73,198.54,198.726,104436
2019-08-07 15:50:00,198.71,198.77,198.66,198.73,62472
2019-08-07 15:49:00,198.98,198.995,198.7,198.72,63964
2019-08-07 15:48:00,199.04,199.0739,198.87,198.985,80196
2019-08-07 15:47:00,199.16,199.25,198.98,199.03,147474
2019-08-07 15:46:00,199.1,199.18,198.91,199.1545,86765
2019-08-07 15:45:00,199.05,199.11,199.02,199.1,74013
2019-08-07 15:44:00,199.0341,199.06,198.87,199.03,87410
2019-08-07 15:43:00,199.0309,199.06,198.94,199.04,92621
2019-08-07 15:42:00,199.13,199.14,199.02,199.02,56243
2019-08-07 15:41:00,199.21,199.2197,199.0,199.13,108185
2019-08-07 15:40:00,198.93,199.32,198.93,199.21,181994
2019-08-07 15:39:00,198.955,199.015,198.85,198.935,94907
2019-08-07 15:38:00,199.03,199.04,198.93,198.96,77910
2019-08-07 15:37:00,198.8,199.04,198.8,199.0365,153645
2019-08-07 15:36:00,198.78,198.8,198.58,198.8,72183
2019-08-07 15:35:00,198.74,198.84,198.71,198.7808,53619
2019-08-07 15:34:00,198.74,198.84,198.72,198.76,47285
2019-08-07 15:33:00,198.74,198.81,198.58,198.75,65896
2019-08-07 15:32:00,198.78,198.8,198.69,198.74,69075
2019-08-07 15:31:00,198.69,198.88,198.67,198.79,77707
2019-08-07 15:30:00,198.47,198.7689,198.47,198.675,104535
2019-08-07 15:29:00,198.44,198.5,198.39,198.48,51356
2019-08-07 15:28:00,198.53,198.5315,198.43,198.43,39541
2019-08-07 15:27:00,198.405,198.54,198.39,198.54,46886
2019-08-07 15:26:00,198.54,198.61,198.36,198.4,60248
2019-08-07 15:25:00,198.59,198.6097,198.47,198.535,55721
2019-08-07 15:24:00,198.62,198.6984,198.58,198.58,58360
2019-08-07 15:23:00,198.49,198.6299,198.38,198.6132,84155
2019-08-07 15:22:00,198.53,198.6,198.47,198.5,56637
2019-08-07 15:21:00,198.41,198.6,198.4,198.55,104039
2019-08-07 15:20:00,198.3095,198.44,198.29,198.38,68415
2019-08-07 15:19:00,198.1,198.31,198.06,198.31,54102
2019-08-07 15:18:00,197.9597,198.11,197.87,198.1001,46597
2019-08-07 15:17:00,198.02,198.08,197.86,197.96,70668
2019-08-07 15:16:00,198.3,198.3454,197.96,198.0137,121148
2019-08-07 15:15:00,198.35,198.35,198.2,198.24,36020
2019-08-07 15:14:00,198.39,198.4,198.29,198.33,32794
2019-08-07 15:13:00,198.26,198.4,198.15,198.38,36639
2019-08-07 15:12:00,198.2,198.3,198.136,198.24,41268
2019-08-07 15:11:00,198.3,198.3304,198.18,198.18,52126
2019-08-07 15:10:00,198.33,198.41,198.21,198.3,44172
2019-08-07 15:09:00,198.38,198.42,198.25,198.33,30301
2019-08-07 15:08:00,198.513,198.513,198.29,198.38,31676
2019-08-07 15:07:00,198.3184,198.52,198.28,198.52,41889
2019-08-07 15:06:00,198.26,198.42,198.2308,198.309,33108
2019-08-07 15:05:00,198.29,198.33,198.18,198.255,38393
2019-08-07 15:04:00,198.09,198.3,198.08,198.2517,51929
2019-08-07 15:03:00,198.21,198.35,198.02,198.0687,119033
2019-08-07 15:02:00,198.61,198.65,198.159,198.19,112625
2019-08-07 15:01:00,198.58,198.62,198.5,198.58,30783
2019-08-07 15:00:00,198.43,198.66,198.42,198.5897,56720
2019-08-07 14:59:00,198.4257,198.47,198.32,198.426,32716
2019-08-07 14:58:00,198.4,198.48,198.37,198.4237,32246
2019-08-07 14:57:00,198.45,198.45,198.3,198.41,42421
2019-08-07 14:56:00,198.56,198.62,198.42,198.4437,42022
2019-08-07 14:55:00,198.485,198.6,198.4707,198.57,39690
2019-08-07 14:54:00,198.45,198.475,198.35,198.47,29565
2019-08-07 14:53:00,198.455,198.59,198.42,198.4365,88802
2019-08-07 14:52:00,198.43,198.53,198.39,198.45,52136
2019-08-07 14:51:00,198.25,198.43,198.25,198.43,35634
2019-08-07 14:50:00,198.3,198.42,198.18,198.23,56700
2019-08-07 14:49:00,198.42,198.45,198.22,198.2931,58486
2019-08-07 14:48:00,198.4359,198.44,198.3401,198.4,36985
2019-08-07 14:47:00,198.45,198.5,198.3111,198.45,71744
2019-08-07 14:46:00,198.235,198.45,198.15,198.45,50509
2019-08-07 14:45:00,197.91,198.33,197.82,198.24,124323
2019-08-07 14:44:00,197.7001,197.94,197.64,197.92,88702
2019-08-07 14:43:00,197.72,197.7399,197.57,197.72,41284
2019-08-07 14:42:00,197.62,197.74,197.62,197.7321,22206
2019-08-07 14:41:00,197.61,197.71,197.5,197.63,41055
2019-08-07 14:40:00,197.5523,197.63,197.52,197.62,30391
2019-08-07 14:39:00,197.845,197.85,197.54,197.56,39554
2019-08-07 14:38:00,197.74,197.87,197.71,197.85,33310
2019-08-07 14:37:00,197.91,197.94,197.69,197.73,51150
2019-08-07 14:36:00,197.88,198.02,197.71,197.93,65545
2019-08-07 14:35:00,197.98,197.98,197.85,197.85,45995
